,layer,pos,yes_prob,no_prob
0,0,0,0.0006922226748429239,0.0003115671861451119
1,0,1,0.0006922226748429239,0.0003115671861451119
2,0,2,0.0006922226748429239,0.0003115671861451119
3,0,3,0.0006922226748429239,0.0003115671861451119
4,0,4,0.0006922226748429239,0.0003115671861451119
5,0,5,0.0006922226748429239,0.0003115671861451119
6,0,6,0.0013728007907047868,0.000230178062338382
7,0,7,0.0003994563885498792,0.00021341085084713995
8,0,8,0.0006765741854906082,0.000306087255012244
9,0,9,0.000677343166898936,0.0003135572769679129
10,0,10,0.0006724005215801299,0.000298794504487887
11,1,0,0.0006922226748429239,0.0003115671861451119
12,1,1,0.0006922226748429239,0.0003115671861451119
13,1,2,0.0006922226748429239,0.0003115671861451119
14,1,3,0.0006922226748429239,0.0003115671861451119
15,1,4,0.0006922226748429239,0.0003115671861451119
16,1,5,0.0006922226748429239,0.0003115671861451119
17,1,6,0.0016615112544968724,0.0002386726118857041
18,1,7,0.0003934399865102023,0.0002097414107993245
19,1,8,0.0006904933834448457,0.00030726296245120466
20,1,9,0.0006814516964368522,0.00032171793282032013
21,1,10,0.00067582429619506,0.00030074408277869225
22,2,0,0.0006922226748429239,0.0003115671861451119
23,2,1,0.0006922226748429239,0.0003115671861451119
24,2,2,0.0006922226748429239,0.0003115671861451119
25,2,3,0.0006922226748429239,0.0003115671861451119
26,2,4,0.0006922226748429239,0.0003115671861451119
27,2,5,0.0006922226748429239,0.0003115671861451119
28,2,6,0.001950371777638793,0.00025084131630137563
29,2,7,0.0003962542105000466,0.00021496741101145744
30,2,8,0.0007257699617184699,0.0003211699367966503
31,2,9,0.0006707533029839396,0.00032334934803657234
32,2,10,0.000679069256875664,0.00030121306190267205
33,3,0,0.0006922226748429239,0.0003115671861451119
34,3,1,0.0006922226748429239,0.0003115671861451119
35,3,2,0.0006922226748429239,0.0003115671861451119
36,3,3,0.0006922226748429239,0.0003115671861451119
37,3,4,0.0006922226748429239,0.0003115671861451119
38,3,5,0.0006922226748429239,0.0003115671861451119
39,3,6,0.002225558739155531,0.0002809152938425541
40,3,7,0.0004321576270740479,0.0002510911144781858
41,3,8,0.0007509113638661802,0.00032676508999429643
42,3,9,0.0006367932655848563,0.0003092511324211955
43,3,10,0.0006452476955018938,0.00028543375083245337
44,4,0,0.0006922226748429239,0.0003115671861451119
45,4,1,0.0006922226748429239,0.0003115671861451119
46,4,2,0.0006922226748429239,0.0003115671861451119
47,4,3,0.0006922226748429239,0.0003115671861451119
48,4,4,0.0006922226748429239,0.0003115671861451119
49,4,5,0.0006922226748429239,0.0003115671861451119
50,4,6,0.002309623872861266,0.00021529653167817742
51,4,7,0.00043080217437818646,0.0002465345314703882
52,4,8,0.0007557065691798925,0.00033569856896065176
53,4,9,0.0006384620792232454,0.0003121194604318589
54,4,10,0.0006374453660100698,0.0002792468003463
55,5,0,0.0006922226748429239,0.0003115671861451119
56,5,1,0.0006922226748429239,0.0003115671861451119
57,5,2,0.0006922226748429239,0.0003115671861451119
58,5,3,0.0006922226748429239,0.0003115671861451119
59,5,4,0.0006922226748429239,0.0003115671861451119
60,5,5,0.0006922226748429239,0.0003115671861451119
