,layer,pos,yes_prob,no_prob
0,0,0,0.0006922226748429239,0.0003115671861451119
1,0,1,0.0006922226748429239,0.0003115671861451119
2,0,2,0.0006922226748429239,0.0003115671861451119
3,0,3,0.0006922226748429239,0.0003115671861451119
4,0,4,0.0006922226748429239,0.0003115671861451119
5,0,5,0.0006922226748429239,0.0003115671861451119
6,0,6,0.001468255533836782,0.00025796485715545714
7,0,7,0.0004185615398455411,0.00023067837173584849
8,0,8,0.0006924155168235302,0.0003321390540804714
9,0,9,0.0006992942653596401,0.00032151633058674634
10,0,10,0.0006756391376256943,0.0003062599280383438
11,1,0,0.0006922226748429239,0.0003115671861451119
12,1,1,0.0006922226748429239,0.0003115671861451119
13,1,2,0.0006922226748429239,0.0003115671861451119
14,1,3,0.0006922226748429239,0.0003115671861451119
15,1,4,0.0006922226748429239,0.0003115671861451119
16,1,5,0.0006922226748429239,0.0003115671861451119
17,1,6,0.0014751340495422482,0.00026092908228747547
18,1,7,0.0004200681869406253,0.00022080251073930413
19,1,8,0.0006799632683396339,0.0003477237478364259
20,1,9,0.000679815886542201,0.0003179366758558899
21,1,10,0.0006968925008550286,0.0003265358100179583
22,2,0,0.0006922226748429239,0.0003115671861451119
23,2,1,0.0006922226748429239,0.0003115671861451119
24,2,2,0.0006922226748429239,0.0003115671861451119
25,2,3,0.0006922226748429239,0.0003115671861451119
26,2,4,0.0006922226748429239,0.0003115671861451119
27,2,5,0.0006922226748429239,0.0003115671861451119
28,2,6,0.0014925196301192045,0.00026392278959974647
29,2,7,0.0004057380720041692,0.00021794433996547014
30,2,8,0.0007207832532003522,0.00034799097920767963
31,2,9,0.0006661409279331565,0.00030884979059919715
32,2,10,0.0006641735089942813,0.0003119389875791967
33,3,0,0.0006922226748429239,0.0003115671861451119
34,3,1,0.0006922226748429239,0.0003115671861451119
35,3,2,0.0006922226748429239,0.0003115671861451119
36,3,3,0.0006922226748429239,0.0003115671861451119
37,3,4,0.0006922226748429239,0.0003115671861451119
38,3,5,0.0006922226748429239,0.0003115671861451119
39,3,6,0.0014795617898926139,0.00025577691849321127
40,3,7,0.0004433467984199524,0.000242304740822874
41,3,8,0.0007187390001490712,0.0003214067255612463
42,3,9,0.0006624265806749463,0.00032398413168266416
43,3,10,0.0006667329580523074,0.00032683409517630935
44,4,0,0.0006922226748429239,0.0003115671861451119
45,4,1,0.0006922226748429239,0.0003115671861451119
46,4,2,0.0006922226748429239,0.0003115671861451119
47,4,3,0.0006922226748429239,0.0003115671861451119
48,4,4,0.0006922226748429239,0.0003115671861451119
49,4,5,0.0006922226748429239,0.0003115671861451119
50,4,6,0.001492426497861743,0.00026068001170642674
51,4,7,0.00042311192373745143,0.0002220386522822082
52,4,8,0.0007113912142813206,0.0002932379429694265
53,4,9,0.0006098731537349522,0.0002987609477713704
54,4,10,0.0006878899876028299,0.00032496717176400125
55,5,0,0.0006922226748429239,0.0003115671861451119
56,5,1,0.0006922226748429239,0.0003115671861451119
57,5,2,0.0006922226748429239,0.0003115671861451119
58,5,3,0.0006922226748429239,0.0003115671861451119
59,5,4,0.0006922226748429239,0.0003115671861451119
60,5,5,0.0006922226748429239,0.0003115671861451119
